year	sex	name	n	prop
1968	M	Thomas	27443	0.01545154
1968	M	Felipe	257	1.447e-4
1968	M	Dario	42	2.365e-5
1968	M	Gina	20	1.126e-5
1968	M	Johannes	20	1.126e-5
1968	M	Anna	10	5.63e-6
1969	F	Gina	5913	0.00335447
1969	F	Anna	3715	0.00210754
1969	F	Magdalena	153	8.68e-5
1969	F	Tanja	125	7.091e-5
1969	F	Thomas	103	5.843e-5
1969	F	Malika	19	1.078e-5
1969	F	Tamina	6	3.4e-6
1969	M	Thomas	27479	0.01501602
1969	M	Felipe	257	1.4044e-4
1969	M	Dario	62	3.388e-5
1969	M	Johannes	22	1.202e-5
1969	M	Gina	15	8.2e-6
1969	M	Anna	12	6.56e-6
1970	F	Gina	5876	0.00320762
1970	F	Anna	3796	0.00207218
1970	F	Magdalena	158	8.625e-5
1970	F	Tanja	152	8.297e-5
1970	F	Thomas	133	7.26e-5
1970	F	Malika	39	2.129e-5
1970	F	Tamina	6	3.28e-6
1970	F	Felipe	5	2.73e-6
1970	M	Thomas	26685	0.0140033
1970	M	Felipe	289	1.5166e-4
1970	M	Dario	76	3.988e-5
1970	M	Anna	21	1.102e-5
1970	M	Gina	20	1.05e-5
1970	M	Johannes	14	7.35e-6
1971	F	Gina	4922	0.00280878
1971	F	Anna	3574	0.00203953
1971	F	Magdalena	158	9.016e-5
1971	F	Thomas	131	7.476e-5
1971	F	Tanja	126	7.19e-5
1971	F	Malika	43	2.454e-5
1971	F	Tamina	6	3.42e-6
1971	M	Thomas	23161	0.01273715
1971	M	Felipe	313	1.7213e-4
1971	M	Dario	62	3.41e-5
1971	M	Gina	23	1.265e-5
1971	M	Anna	14	7.7e-6
1971	M	Johannes	10	5.5e-6
1972	F	Gina	4057	0.00251603
1972	F	Anna	3447	0.00213772
1972	F	Tanja	133	8.248e-5
1972	F	Magdalena	127	7.876e-5
1972	F	Thomas	96	5.954e-5
1972	F	Malika	60	3.721e-5
1972	F	Tamina	7	4.34e-6
1972	M	Thomas	19575	0.01168884
1972	M	Felipe	288	1.7197e-4
1972	M	Dario	58	3.463e-5
1972	M	Gina	26	1.553e-5
1972	M	Anna	13	7.76e-6
1972	M	Johannes	12	7.17e-6
1973	F	Gina	3699	0.00238026
1973	F	Anna	3496	0.00224963
1973	F	Magdalena	165	1.0618e-4
1973	F	Thomas	101	6.499e-5
1973	F	Tanja	90	5.791e-5
1973	F	Malika	58	3.732e-5
1973	F	Tamina	10	6.43e-6
1973	M	Thomas	17937	0.01111193
1973	M	Felipe	286	1.7718e-4
1973	M	Dario	67	4.151e-5
1973	M	Johannes	19	1.177e-5
1973	M	Gina	18	1.115e-5
1973	M	Anna	12	7.43e-6
1973	M	Dominik	5	3.1e-6
1974	F	Anna	3613	0.00230695
1974	F	Gina	3559	0.00227247
1974	F	Magdalena	156	9.961e-5
1974	F	Malika	106	6.768e-5
1974	F	Tanja	103	6.577e-5
1974	F	Thomas	93	5.938e-5
1974	F	Tamina	5	3.19e-6
1974	M	Thomas	17286	0.0106001
1974	M	Felipe	313	1.9194e-4
1974	M	Dario	66	4.047e-5
1974	M	Johannes	14	8.59e-6
1974	M	Anna	12	7.36e-6
1974	M	Gina	10	6.13e-6
1974	M	Dominik	6	3.68e-6
1975	F	Anna	3570	0.00228738
1975	F	Gina	3429	0.00219704
1975	F	Magdalena	167	1.07e-4
1975	F	Malika	115	7.368e-5
1975	F	Thomas	86	5.51e-5
1975	F	Tanja	71	4.549e-5
1975	F	Tamina	8	5.13e-6
1975	M	Thomas	16554	0.01019945
1975	M	Felipe	369	2.2735e-4
1975	M	Dario	60	3.697e-5
1975	M	Johannes	17	1.047e-5
1975	M	Anna	14	8.63e-6
1975	M	Gina	9	5.55e-6
1975	M	Dominik	7	4.31e-6
1976	F	Anna	3583	0.00227946
1976	F	Gina	3010	0.00191492
1976	F	Magdalena	161	1.0243e-4
1976	F	Thomas	101	6.425e-5
1976	F	Malika	92	5.853e-5
1976	F	Tanja	69	4.39e-5
1976	M	Thomas	16125	0.0098731
1976	M	Felipe	372	2.2777e-4
1976	M	Dario	77	4.715e-5
1976	M	Anna	15	9.18e-6
1976	M	Johannes	13	7.96e-6
1976	M	Dominik	5	3.06e-6
1977	F	Anna	3851	0.00234114
1977	F	Gina	3231	0.00196422
1977	F	Magdalena	169	1.0274e-4
1977	F	Thomas	123	7.478e-5
1977	F	Malika	95	5.775e-5
1977	F	Tanja	48	2.918e-5
1977	M	Thomas	16592	0.00970372
1977	M	Felipe	332	1.9417e-4
1977	M	Dario	76	4.445e-5
1977	M	Anna	19	1.111e-5
1977	M	Dominik	13	7.6e-6
1977	M	Gina	13	7.6e-6
1977	M	Johannes	12	7.02e-6
1978	F	Anna	4168	0.00253561
1978	F	Gina	3221	0.0019595
1978	F	Magdalena	147	8.943e-5
1978	F	Thomas	131	7.969e-5
1978	F	Malika	117	7.118e-5
1978	F	Tanja	69	4.198e-5
1978	M	Thomas	16493	0.00965011
1978	M	Felipe	372	2.1766e-4
1978	M	Dario	73	4.271e-5
1978	M	Gina	16	9.36e-6
1978	M	Johannes	16	9.36e-6
1978	M	Anna	14	8.19e-6
1978	M	Dominik	12	7.02e-6
1979	F	Anna	4666	0.00270786
1979	F	Gina	3115	0.00180775
1979	F	Magdalena	181	1.0504e-4
1979	F	Thomas	122	7.08e-5
1979	F	Malika	94	5.455e-5
1979	F	Tanja	59	3.424e-5
1979	F	Felipe	7	4.06e-6
1979	F	Tamina	7	4.06e-6
1979	M	Thomas	16472	0.00919286
1979	M	Felipe	369	2.0594e-4
1979	M	Dario	80	4.465e-5
1979	M	Anna	29	1.618e-5
1979	M	Johannes	20	1.116e-5
1979	M	Gina	14	7.81e-6
1979	M	Dominik	8	4.46e-6
1980	F	Anna	5034	0.00282752
1980	F	Gina	2988	0.00167831
1980	F	Magdalena	167	9.38e-5
1980	F	Thomas	111	6.235e-5
1980	F	Malika	90	5.055e-5
1980	F	Tanja	47	2.64e-5
1980	F	Tamina	9	5.06e-6
1980	M	Thomas	17570	0.00947158
1980	M	Felipe	411	2.2156e-4
1980	M	Dario	130	7.008e-5
1980	M	Johannes	29	1.563e-5
1980	M	Anna	23	1.24e-5
1980	M	Gina	20	1.078e-5
1980	M	Dominik	11	5.93e-6
1980	M	Malika	5	2.7e-6
1981	F	Anna	5191	0.00290286
1981	F	Gina	2799	0.00156523
1981	F	Magdalena	168	9.395e-5
1981	F	Thomas	110	6.151e-5
1981	F	Malika	99	5.536e-5
1981	F	Tanja	36	2.013e-5
1981	F	Tamina	19	1.063e-5
1981	F	Felipe	6	3.36e-6
1981	M	Thomas	17165	0.00921652
1981	M	Felipe	472	2.5343e-4
1981	M	Dario	167	8.967e-5
1981	M	Johannes	27	1.45e-5
1981	M	Anna	24	1.289e-5
1981	M	Dominik	11	5.91e-6
1981	M	Gina	7	3.76e-6
1982	F	Anna	5270	0.00290521
1982	F	Gina	2384	0.00131423
1982	F	Magdalena	195	1.075e-4
1982	F	Thomas	110	6.064e-5
1982	F	Malika	73	4.024e-5
1982	F	Tanja	31	1.709e-5
1982	F	Felipe	5	2.76e-6
1982	F	Tamina	5	2.76e-6
1982	M	Thomas	17582	0.00931681
1982	M	Felipe	387	0.00020507000000000001
1982	M	Dario	121	6.412e-5
1982	M	Johannes	31	1.643e-5
1982	M	Anna	23	1.219e-5
1982	M	Dominik	20	1.06e-5
1982	M	Magdalena	5	2.65e-6
1983	F	Anna	5218	0.00291614
1983	F	Gina	2416	0.00135021
1983	F	Thomas	147	8.215e-5
1983	F	Magdalena	144	8.048e-5
1983	F	Malika	76	4.247e-5
1983	F	Tanja	45	2.515e-5
1983	F	Felipe	7	3.91e-6
1983	M	Thomas	17563	0.00942559
1983	M	Felipe	464	2.4902e-4
1983	M	Dario	111	5.957e-5
1983	M	Johannes	19	1.02e-5
1983	M	Anna	15	8.05e-6
1983	M	Dominik	14	7.51e-6
1983	M	Gina	11	5.9e-6
1984	F	Anna	5305	0.0029425
1984	F	Gina	2563	0.00142161
1984	F	Magdalena	149	8.265e-5
1984	F	Thomas	118	6.545e-5
1984	F	Malika	75	4.16e-5
1984	F	Tanja	35	1.941e-5
1984	F	Felipe	8	4.44e-6
1984	F	Tamina	6	3.33e-6
1984	M	Thomas	17594	0.00937734
1984	M	Felipe	377	2.0094e-4
1984	M	Dario	94	5.01e-5
1984	M	Anna	22	1.173e-5
1984	M	Johannes	22	1.173e-5
1984	M	Dominik	14	7.46e-6
1984	M	Gina	10	5.33e-6
1985	F	Anna	5882	0.00318652
1985	F	Gina	2476	0.00134135
1985	F	Magdalena	141	7.639e-5
1985	F	Thomas	113	6.122e-5
1985	F	Malika	65	3.521e-5
1985	F	Tanja	31	1.679e-5
1985	F	Felipe	5	2.71e-6
1985	M	Thomas	17604	0.00915053
1985	M	Felipe	388	2.0168e-4
1985	M	Dario	93	4.834e-5
1985	M	Johannes	20	1.04e-5
1985	M	Anna	19	9.88e-6
1985	M	Dominik	18	9.36e-6
1985	M	Gina	10	5.2e-6
1986	F	Anna	5905	0.00320046
1986	F	Gina	2362	0.00128018
1986	F	Magdalena	196	1.0623e-4
1986	F	Thomas	128	6.937e-5
1986	F	Malika	73	3.957e-5
1986	F	Tanja	33	1.789e-5
1986	F	Felipe	9	4.88e-6
1986	F	Tamina	8	4.34e-6
1986	F	Dominik	5	2.71e-6
1986	F	Sarafina	5	2.71e-6
1986	M	Thomas	17350	0.00903195
1986	M	Felipe	434	2.2593e-4
1986	M	Dario	123	6.403e-5
1986	M	Anna	28	1.458e-5
1986	M	Johannes	24	1.249e-5
1986	M	Dominik	11	5.73e-6
1986	M	Gina	9	4.69e-6
1986	M	Magdalena	5	2.6e-6
1987	F	Anna	6165	0.00329005
1987	F	Gina	2268	0.00121035
1987	F	Magdalena	170	9.072e-5
1987	F	Thomas	125	6.671e-5
1987	F	Malika	100	5.337e-5
1987	F	Tanja	23	1.227e-5
1987	F	Felipe	5	2.67e-6
1987	M	Thomas	18125	0.00929739
1987	M	Felipe	390	2.0005e-4
1987	M	Dario	128	6.566e-5
1987	M	Johannes	37	1.898e-5
1987	M	Anna	24	1.231e-5
1987	M	Dominik	24	1.231e-5
1987	M	Gina	12	6.16e-6
1988	F	Anna	6439	0.00334915
1988	F	Gina	2025	0.00105327
1988	F	Magdalena	168	8.738e-5
1988	F	Thomas	117	6.086e-5
1988	F	Malika	80	4.161e-5
1988	F	Tanja	26	1.352e-5
1988	F	Sarafina	16	8.32e-6
1988	M	Thomas	18799	0.00939326
1988	M	Felipe	430	2.1486e-4
1988	M	Dario	131	6.546e-5
1988	M	Dominik	36	1.799e-5
1988	M	Anna	28	1.399e-5
1988	M	Johannes	27	1.349e-5
1988	M	Gina	10	5e-6
1989	F	Anna	6895	0.00346154
1989	F	Gina	2168	0.00108841
1989	F	Magdalena	169	8.484e-5
1989	F	Malika	80	4.016e-5
1989	F	Thomas	70	3.514e-5
1989	F	Tanja	21	1.054e-5
1989	F	Sarafina	20	1.004e-5
1989	F	Felipe	10	5.02e-6
1989	F	Tamina	5	2.51e-6
1989	M	Thomas	18429	0.00879475
1989	M	Felipe	487	2.3241e-4
1989	M	Dario	134	6.395e-5
1989	M	Anna	58	2.768e-5
1989	M	Dominik	42	2.004e-5
1989	M	Johannes	28	1.336e-5
1989	M	Gina	9	4.3e-6
1990	F	Anna	7288	0.00354826
1990	F	Gina	2208	0.001075
1990	F	Magdalena	209	1.0175e-4
1990	F	Malika	126	6.134e-5
1990	F	Thomas	44	2.142e-5
1990	F	Tanja	25	1.217e-5
1990	F	Sarafina	12	5.84e-6
1990	F	Dominik	5	2.43e-6
1990	M	Thomas	18216	0.00846799
1990	M	Felipe	523	2.4312e-4
1990	M	Dario	168	7.81e-5
1990	M	Dominik	44	2.045e-5
1990	M	Anna	33	1.534e-5
1990	M	Johannes	24	1.116e-5
1990	M	Gina	8	3.72e-6
1991	F	Anna	7118	0.00350103
1991	F	Gina	1835	9.0256e-4
1991	F	Magdalena	192	9.444e-5
1991	F	Malika	120	5.902e-5
1991	F	Thomas	41	2.017e-5
1991	F	Tanja	11	5.41e-6
1991	F	Sarafina	7	3.44e-6
1991	F	Felipe	6	2.95e-6
1991	F	Tamina	5	2.46e-6
1991	M	Thomas	16786	0.00792094
1991	M	Felipe	575	2.7133e-4
1991	M	Dario	180	8.494e-5
1991	M	Dominik	50	2.359e-5
1991	M	Johannes	29	1.368e-5
1991	M	Anna	14	6.61e-6
1991	M	Gina	6	2.83e-6
1992	F	Anna	6846	0.00341566
1992	F	Gina	1840	9.1803e-4
1992	F	Magdalena	219	1.0927e-4
1992	F	Malika	149	7.434e-5
1992	F	Thomas	35	1.746e-5
1992	F	Sarafina	25	1.247e-5
1992	F	Tanja	22	1.098e-5
1992	M	Thomas	15282	0.00728193
1992	M	Felipe	543	2.5874e-4
1992	M	Dario	145	6.909e-5
1992	M	Dominik	74	3.526e-5
1992	M	Johannes	38	1.811e-5
1992	M	Gina	8	3.81e-6
1992	M	Anna	6	2.86e-6
1993	F	Anna	6808	0.00345378
1993	F	Gina	1713	8.6902e-4
1993	F	Magdalena	269	1.3647e-4
1993	F	Malika	154	7.813e-5
1993	F	Sarafina	44	2.232e-5
1993	F	Thomas	29	1.471e-5
1993	F	Felipe	12	6.09e-6
1993	F	Tanja	12	6.09e-6
1993	F	Dominik	6	3.04e-6
1993	M	Thomas	14862	0.00719723
1993	M	Felipe	594	2.8766e-4
1993	M	Dario	160	7.748e-5
1993	M	Dominik	105	5.085e-5
1993	M	Johannes	23	1.114e-5
1993	M	Anna	8	3.87e-6
1994	F	Anna	7523	0.00385988
1994	F	Gina	1524	7.8193e-4
1994	F	Magdalena	262	1.3443e-4
1994	F	Malika	145	7.44e-5
1994	F	Sarafina	25	1.283e-5
1994	F	Thomas	21	1.077e-5
1994	F	Tanja	14	7.18e-6
1994	F	Felipe	7	3.59e-6
1994	F	Dominik	5	2.57e-6
1994	M	Thomas	14904	0.00731325
1994	M	Felipe	545	2.6743e-4
1994	M	Dario	171	8.391e-5
1994	M	Dominik	94	4.612e-5
1994	M	Johannes	30	1.472e-5
1994	M	Anna	18	8.83e-6
1995	F	Anna	8564	0.00445759
1995	F	Gina	1401	7.2922e-4
1995	F	Magdalena	263	1.3689e-4
1995	F	Malika	149	7.755e-5
1995	F	Thomas	30	1.562e-5
1995	F	Sarafina	29	1.509e-5
1995	F	Tanja	11	5.73e-6
1995	F	Tamina	6	3.12e-6
1995	F	Dominik	5	2.6e-6
1995	M	Thomas	14159	0.00704079
1995	M	Felipe	554	2.7549e-4
1995	M	Dario	156	7.757e-5
1995	M	Dominik	118	5.868e-5
1995	M	Johannes	39	1.939e-5
1995	M	Anna	14	6.96e-6
1995	M	Malika	5	2.49e-6
1996	F	Anna	8565	0.00446819
1996	F	Gina	1191	6.2132e-4
1996	F	Magdalena	250	1.3042e-4
1996	F	Malika	183	9.547e-5
1996	F	Thomas	31	1.617e-5
1996	F	Sarafina	30	1.565e-5
1996	F	Felipe	7	3.65e-6
1996	F	Tanja	7	3.65e-6
1996	M	Thomas	13800	0.00688839
1996	M	Felipe	503	2.5108e-4
1996	M	Dario	133	6.639e-5
1996	M	Dominik	127	6.339e-5
1996	M	Johannes	39	1.947e-5
1996	M	Anna	9	4.49e-6
1997	F	Anna	8337	0.00436765
1997	F	Gina	1150	6.0247e-4
1997	F	Magdalena	288	1.5088e-4
1997	F	Malika	131	6.863e-5
1997	F	Sarafina	19	9.95e-6
1997	F	Thomas	19	9.95e-6
1997	F	Tanja	9	4.71e-6
1997	F	Dominik	5	2.62e-6
1997	M	Thomas	12895	0.0064561
1997	M	Felipe	522	2.6135e-4
1997	M	Dominik	165	8.261e-5
1997	M	Dario	155	7.76e-5
1997	M	Johannes	44	2.203e-5
1997	M	Malika	7	3.5e-6
1998	F	Anna	8378	0.004323
1998	F	Gina	1015	5.2373e-4
1998	F	Magdalena	262	1.3519e-4
1998	F	Malika	109	5.624e-5
1998	F	Thomas	17	8.77e-6
1998	F	Sarafina	15	7.74e-6
1998	F	Tanja	10	5.16e-6
1998	F	Felipe	6	3.1e-6
1998	M	Thomas	12886	0.00635675
1998	M	Felipe	494	2.4369e-4
1998	M	Dominik	167	8.238e-5
1998	M	Dario	158	7.794e-5
1998	M	Johannes	47	2.319e-5
1998	M	Anna	13	6.41e-6
1998	M	Malika	8	3.95e-6
1999	F	Anna	9098	0.00467474
1999	F	Gina	1001	5.1433e-4
1999	F	Magdalena	242	1.2434e-4
1999	F	Malika	111	5.703e-5
1999	F	Thomas	19	9.76e-6
1999	F	Sarafina	13	6.68e-6
1999	F	Dominik	5	2.57e-6
1999	F	Tanja	5	2.57e-6
1999	M	Thomas	12791	0.00627519
1999	M	Felipe	502	2.4628e-4
1999	M	Dominik	199	9.763e-5
1999	M	Dario	181	8.88e-5
1999	M	Johannes	28	1.374e-5
1999	M	Anna	11	5.4e-6
2000	F	Anna	10588	0.00530758
2000	F	Gina	855	4.286e-4
2000	F	Magdalena	244	1.2231e-4
2000	F	Malika	107	5.364e-5
2000	F	Thomas	23	1.153e-5
2000	F	Sarafina	12	6.02e-6
2000	M	Thomas	12639	0.00605493
2000	M	Felipe	583	2.793e-4
2000	M	Dario	199	9.533e-5
2000	M	Dominik	192	9.198e-5
2000	M	Johannes	25	1.198e-5
2000	M	Anna	9	4.31e-6
2000	M	Malika	5	2.4e-6
2001	F	Anna	10574	0.0053403
2001	F	Gina	748	3.7777e-4
2001	F	Magdalena	268	1.3535e-4
2001	F	Malika	107	5.404e-5
2001	F	Thomas	15	7.58e-6
2001	F	Sarafina	9	4.55e-6
2001	F	Tanja	7	3.54e-6
2001	M	Thomas	12146	0.00587495
2001	M	Felipe	602	2.9118e-4
2001	M	Dominik	242	1.1705e-4
2001	M	Dario	196	9.48e-5
2001	M	Johannes	44	2.128e-5
2001	M	Anna	9	4.35e-6
2001	M	Malika	6	2.9e-6
2002	F	Anna	10385	0.00526101
2002	F	Gina	700	3.5462e-4
2002	F	Magdalena	225	1.1398e-4
2002	F	Malika	84	4.255e-5
2002	F	Sarafina	15	7.6e-6
2002	F	Thomas	14	7.09e-6
2002	F	Dominik	8	4.05e-6
2002	F	Tanja	6	3.04e-6
2002	M	Thomas	11291	0.00546639
2002	M	Felipe	544	2.6337e-4
2002	M	Dominik	377	1.8252e-4
2002	M	Dario	195	9.441e-5
2002	M	Johannes	29	1.404e-5
2002	M	Anna	12	5.81e-6
2003	F	Anna	9443	0.00470877
2003	F	Gina	641	3.1964e-4
2003	F	Magdalena	261	1.3015e-4
2003	F	Malika	94	4.687e-5
2003	F	Thomas	16	7.98e-6
2003	F	Sarafina	13	6.48e-6
2003	F	Dominik	6	2.99e-6
2003	M	Thomas	10932	0.00520559
2003	M	Felipe	562	2.6761e-4
2003	M	Dominik	345	1.6428e-4
2003	M	Dario	209	9.952e-5
2003	M	Johannes	51	2.429e-5
2003	M	Anna	13	6.19e-6
2004	F	Anna	9514	0.00471788
2004	F	Gina	491	2.4348e-4
2004	F	Magdalena	312	1.5472e-4
2004	F	Malika	71	3.521e-5
2004	F	Thomas	39	1.934e-5
2004	F	Sarafina	15	7.44e-6
2004	F	Tamina	5	2.48e-6
2004	F	Tanja	5	2.48e-6
2004	M	Thomas	10497	0.00496972
2004	M	Felipe	589	2.7886e-4
2004	M	Dominik	326	1.5434e-4
2004	M	Dario	208	9.848e-5
2004	M	Anna	46	2.178e-5
2004	M	Johannes	33	1.562e-5
2005	F	Anna	9101	0.00448729
2005	F	Gina	475	2.342e-4
2005	F	Magdalena	319	1.5728e-4
2005	F	Malika	59	2.909e-5
2005	F	Sarafina	18	8.87e-6
2005	F	Thomas	10	4.93e-6
2005	F	Eirini	5	2.47e-6
2005	M	Thomas	10037	0.004721
2005	M	Felipe	582	2.7375e-4
2005	M	Dominik	359	1.6886e-4
2005	M	Dario	215	1.0113e-4
2005	M	Johannes	39	1.834e-5
2005	M	Anna	19	8.94e-6
2006	F	Anna	8601	0.00411718
2006	F	Gina	403	1.9291e-4
2006	F	Magdalena	295	1.4121e-4
2006	F	Malika	57	2.729e-5
2006	F	Sarafina	21	1.005e-5
2006	F	Thomas	17	8.14e-6
2006	F	Dominik	5	2.39e-6
2006	F	Tanja	5	2.39e-6
2006	M	Thomas	9508	0.00433989
2006	M	Felipe	591	2.6976e-4
2006	M	Dominik	387	1.7664e-4
2006	M	Dario	223	1.0179e-4
2006	M	Johannes	34	1.552e-5
2006	M	Anna	5	2.28e-6
2007	F	Anna	7888	0.00372991
2007	F	Gina	354	1.6739e-4
2007	F	Magdalena	324	1.5321e-4
2007	F	Malika	65	3.074e-5
2007	F	Sarafina	20	9.46e-6
2007	F	Thomas	8	3.78e-6
2007	F	Tanja	7	3.31e-6
2007	F	Dominik	6	2.84e-6
2007	F	Felipe	5	2.36e-6
2007	M	Thomas	8927	0.00403312
2007	M	Felipe	564	2.5481e-4
2007	M	Dominik	418	1.8885e-4
2007	M	Dario	249	1.125e-4
2007	M	Johannes	43	1.943e-5
2007	M	Anna	11	4.97e-6
2008	F	Anna	7265	0.00349123
2008	F	Gina	326	1.5666e-4
2008	F	Magdalena	310	1.4897e-4
2008	F	Malika	58	2.787e-5
2008	F	Sarafina	19	9.13e-6
2008	F	Dominik	7	3.36e-6
2008	M	Thomas	8356	0.00383575
2008	M	Felipe	492	2.2585e-4
2008	M	Dominik	444	2.0381e-4
2008	M	Dario	252	1.1568e-4
2008	M	Johannes	36	1.653e-5
2008	M	Anna	11	5.05e-6
2009	F	Anna	6800	0.00336138
2009	F	Magdalena	270	1.3347e-4
2009	F	Gina	260	1.2852e-4
2009	F	Malika	38	1.878e-5
2009	F	Sarafina	19	9.39e-6
2009	F	Thomas	13	6.43e-6
2009	F	Dominik	6	2.97e-6
2009	F	Eirini	5	2.47e-6
2009	M	Thomas	7719	0.00364284
2009	M	Dominik	488	2.303e-4
2009	M	Felipe	472	2.2275e-4
2009	M	Dario	229	1.0807e-4
2009	M	Johannes	51	2.407e-5
2009	M	Anna	10	4.72e-6
2010	F	Anna	6326	0.00323038
2010	F	Magdalena	229	1.1694e-4
2010	F	Gina	207	1.057e-4
2010	F	Malika	52	2.655e-5
2010	F	Sarafina	12	6.13e-6
2010	F	Thomas	11	5.62e-6
2010	F	Tamina	7	3.57e-6
2010	F	Dominik	6	3.06e-6
2010	M	Thomas	7123	0.00347104
2010	M	Felipe	423	2.0613e-4
2010	M	Dominik	420	2.0467e-4
2010	M	Dario	212	1.0331e-4
2010	M	Johannes	46	2.242e-5
2010	M	Anna	10	4.87e-6
2011	F	Anna	5658	0.00292396
2011	F	Magdalena	213	1.1007e-4
2011	F	Gina	163	8.424e-5
2011	F	Malika	62	3.204e-5
2011	F	Tamina	22	1.137e-5
2011	F	Sarafina	15	7.75e-6
2011	F	Thomas	10	5.17e-6
2011	F	Dominik	9	4.65e-6
2011	M	Thomas	6913	0.00340779
2011	M	Dominik	481	2.3711e-4
2011	M	Felipe	358	1.7648e-4
2011	M	Dario	235	1.1584e-4
2011	M	Johannes	37	1.824e-5
2011	M	Anna	7	3.45e-6
2012	F	Anna	5615	0.00289995
2012	F	Magdalena	216	1.1156e-4
2012	F	Gina	172	8.883e-5
2012	F	Malika	81	4.183e-5
2012	F	Sarafina	21	1.085e-5
2012	F	Tamina	13	6.71e-6
2012	F	Thomas	10	5.16e-6
2012	M	Thomas	6838	0.00337531
2012	M	Dominik	533	2.6309e-4
2012	M	Felipe	349	1.7227e-4
2012	M	Dario	225	1.1106e-4
2012	M	Johannes	38	1.876e-5
2012	M	Anna	5	2.47e-6
2013	F	Anna	5378	0.00279543
2013	F	Magdalena	215	1.1175e-4
2013	F	Gina	139	7.225e-5
2013	F	Malika	61	3.171e-5
2013	F	Sarafina	25	1.299e-5
2013	F	Tamina	15	7.8e-6
2013	F	Thomas	8	4.16e-6
2013	F	Eirini	6	3.12e-6
2013	M	Thomas	6786	0.00336485
2013	M	Dominik	456	2.2611e-4
2013	M	Felipe	320	1.5867e-4
2013	M	Dario	199	9.867e-5
2013	M	Johannes	46	2.281e-5
2013	M	Anna	7	3.47e-6
2014	F	Anna	5679	0.00290984
2014	F	Magdalena	273	1.3988e-4
2014	F	Gina	154	7.891e-5
2014	F	Malika	80	4.099e-5
2014	F	Sarafina	18	9.22e-6
2014	F	Tamina	12	6.15e-6
2014	F	Dominik	6	3.07e-6
2014	F	Thomas	6	3.07e-6
2014	M	Thomas	7026	0.00343674
2014	M	Dominik	433	2.118e-4
2014	M	Felipe	336	1.6435e-4
2014	M	Dario	215	1.0517e-4
2014	M	Johannes	44	2.152e-5
2015	F	Anna	5125	0.00263453
2015	F	Magdalena	234	1.2029e-4
2015	F	Gina	101	5.192e-5
2015	F	Malika	54	2.776e-5
2015	F	Sarafina	18	9.25e-6
2015	F	Thomas	10	5.14e-6
2015	F	Tamina	6	3.08e-6
2015	M	Thomas	7172	0.00351856
2015	M	Dominik	403	1.9771e-4
2015	M	Felipe	291	1.4276e-4
2015	M	Dario	234	1.148e-4
2015	M	Johannes	54	2.649e-5
2015	M	Anna	6	2.94e-6
2016	F	Anna	4775	0.0024761
2016	F	Magdalena	261	1.3534e-4
2016	F	Gina	113	5.86e-5
2016	F	Malika	85	4.408e-5
2016	F	Sarafina	24	1.245e-5
2016	F	Eirini	12	6.22e-6
2016	F	Thomas	10	5.19e-6
2016	F	Tamina	6	3.11e-6
2016	M	Thomas	7338	0.00363665
2016	M	Dominik	339	1.6801e-4
2016	M	Felipe	305	1.5116e-4
2016	M	Dario	223	1.1052e-4
2016	M	Johannes	53	2.627e-5
2016	M	Anna	5	2.48e-6
2017	F	Anna	4520	0.0024108
2017	F	Magdalena	275	1.4667e-4
2017	F	Gina	125	6.667e-5
2017	F	Malika	84	4.48e-5
2017	F	Sarafina	22	1.173e-5
2017	F	Thomas	11	5.87e-6
2017	M	Thomas	7131	0.00363217
2017	M	Dominik	309	1.5739e-4
2017	M	Felipe	298	1.5179e-4
2017	M	Dario	244	1.2428e-4
2017	M	Johannes	52	2.649e-5
2017	M	Anna	8	4.07e-6
